L (m),m (kg),n,E (J)
2.446839064434774e-09,6.081051453426952e-28,10,1.4374760489262177e-21
8.361703217071559e-09,2.959357062420182e-28,2,1.0296168543345497e-23
8.489207601619678e-09,1.3737796283788658e-28,6,1.9383907976628165e-22
5.567209603847526e-09,6.519532846928471e-28,1,2.6784569045141988e-24
1.0574728454515023e-09,7.388327204200117e-28,3,6.384434723958545e-22
3.583343198574215e-09,3.1624327915396305e-28,2,5.310362163334488e-23
6.5523422653816795e-09,6.451522546786938e-28,3,1.681275685646628e-23
9.83067560224681e-09,3.9567528979465297e-28,5,3.6852050639877757e-23
6.686321743150015e-09,7.134649970876635e-28,10,1.836430339329263e-22
3.338232229577438e-09,1.9993598114664847e-28,6,8.308297294704006e-22
6.706051327896502e-09,8.903138091338018e-28,9,1.2197922072219398e-22
5.859868417442699e-09,2.880509278287608e-28,10,5.663699602512794e-22
8.018608556360292e-09,3.683549803671724e-28,4,3.899124488296553e-23
1.9628257494426257e-09,5.893966932347748e-29,7,1.2711294287954661e-20
7.849251122518252e-09,1.1231185133018725e-28,6,2.994092286971549e-22
5.871399208084992e-09,5.162976269998871e-28,2,1.2265684995342142e-23
9.666928034730952e-09,2.6825184331891636e-28,10,2.3225798656124806e-22
4.076849494348175e-09,8.356282935390263e-28,8,2.5611394287077777e-22
6.693597038205533e-09,1.5580164605164386e-29,7,4.062408088213205e-21
9.388252949590157e-09,3.796528640281315e-28,7,8.518541061941932e-23
1.9225875519161136e-09,3.3794193577700054e-28,8,2.658450924146529e-21
9.43505638512806e-09,2.0210236049775198e-29,1,3.1715825471448334e-23
7.190971500707319e-09,1.2515646744140978e-28,1,8.402835025681855e-24
1.610533531946547e-09,4.141703965112085e-28,8,3.292106690023912e-21
3.7086721025213458e-09,4.93321006321444e-28,4,1.3023467276668142e-22
7.3735487978075335e-09,4.048258864823398e-28,5,6.260732200971623e-23
1.6061554132189454e-09,5.31359834501523e-28,8,2.757538604398637e-21
6.239534141586459e-09,5.954960563982665e-28,5,5.513717648955925e-23
4.11294751257661e-09,1.0814889688820579e-29,10,2.7414741942673994e-20
6.588239659907294e-09,4.645774738099958e-28,4,3.9336363118975475e-23
1.4116783043126156e-09,9.635320915707895e-28,6,1.0839364218379689e-21
8.843831255371386e-09,5.194651510774322e-28,5,3.246358041274316e-23
9.761400722596572e-09,6.778324794182402e-28,7,4.1911426450251975e-23
9.719900697571224e-09,3.1248318044475808e-28,10,1.8483046126194608e-22
7.746866485686323e-09,7.741947859124251e-28,7,5.531320581355928e-23
2.170776161175688e-09,7.731258525424267e-28,4,2.5128617981050835e-22
7.824368763361204e-09,5.217268812112503e-28,5,4.26818824054111e-23
1.2212822481292136e-09,9.760354108382624e-28,3,3.35253746105032e-22
1.1991119637609752e-09,1.26337219569367e-28,4,4.8901118336436306e-21
3.912491972345871e-09,1.7832411991180374e-29,4,3.3327365499961304e-21
5.397788713641991e-09,7.703650693665147e-28,3,2.0950603434601182e-23
7.93366676027014e-09,8.073290973812543e-28,10,1.1271370755590532e-22
7.1496583894585466e-09,1.2099904261436773e-28,5,2.3790517997745386e-22
5.013124357390735e-09,2.6624380840894337e-28,5,1.904312385120404e-22
3.462639996534993e-09,1.8436566239598944e-29,7,1.2334596801702956e-20
9.9741205014194e-09,2.9394463303086224e-28,4,2.9570250434211025e-23
4.835631720123756e-09,7.733460462321448e-28,4,5.0255772870725366e-23
5.062483218967079e-09,5.183943632376377e-28,9,3.142407258372291e-22
2.4726143907250227e-09,3.486823071344367e-28,6,1.002275423402802e-21
8.153285938749364e-09,3.7230472954091467e-28,4,3.2627184656685074e-23
7.243140032033397e-09,2.252407452324233e-30,2,1.835034317311986e-21
2.986926515098843e-09,3.0043070709042723e-28,6,7.531142452371678e-22
1.7414294105425843e-09,6.467769287704565e-28,2,1.080812728662337e-22
7.124493718672418e-09,9.742176688169224e-28,5,2.6575807120771533e-23
6.890600928530217e-09,8.47198472239614e-28,6,4.966202028947811e-23
3.459335742983884e-09,2.4473729177348152e-29,4,3.009828412070375e-21
9.557772060253694e-09,8.98651900130632e-28,3,6.018505655909382e-24
2.359521026028102e-09,7.833935347266573e-28,7,6.430540361001261e-22
4.891013209383417e-09,7.805737850597667e-28,2,1.1524416930098316e-23
9.49254328150839e-09,4.584835628204683e-28,6,4.858706126158919e-23
4.7775458523351e-09,3.985470881908438e-28,4,9.408279752784823e-23
6.74673352897677e-09,3.035431046772428e-28,6,1.369213191200696e-22
4.578349581665148e-09,6.653573358130685e-29,4,6.206422078002397e-22
3.4679368211380304e-09,2.289299516665548e-28,4,3.1097766630282683e-22
9.855798831638453e-09,2.4728169170654445e-28,4,3.573631509340397e-23
4.684006056835387e-09,4.845414003474625e-28,9,4.425234608380517e-22
9.04689283311221e-09,7.4767170663075705e-28,7,4.338655580497258e-23
3.069591453019776e-09,4.7428339955238855e-28,3,1.0686283731043149e-22
2.9179423362257494e-09,5.869238944265816e-29,3,9.897800036020564e-22
1.2802067459606023e-09,9.578277901673145e-28,6,1.2651275710657447e-21
6.865001428382965e-09,9.427758672069276e-28,6,4.182786072616847e-23
4.31673709351385e-09,7.853828725595749e-28,4,5.91045334534942e-23
8.779224248556734e-09,9.913357064528128e-28,9,5.719481207110003e-23
5.258889160224014e-09,5.448922987007428e-28,4,5.776823575648806e-23
9.713740851232495e-09,9.628018587379783e-28,9,5.0707565507714774e-23
2.6697296413280903e-09,7.643699608019571e-29,4,1.622787202378342e-21
8.817608511600498e-09,3.6625163558793612e-28,2,8.18236156018956e-24
7.989371675125675e-09,2.260784248655598e-28,2,1.5203529397364326e-23
7.938296601796467e-09,1.965568343585492e-28,5,1.2060606311582998e-22
8.60304905305199e-09,1.4157622623867268e-28,4,8.186990044367563e-23
7.84921591848699e-09,6.227534692885873e-28,7,6.739204204682795e-23
6.6359828946827384e-09,7.815186660771326e-28,5,4.095783878043985e-23
2.181203899141488e-09,5.786779308608824e-28,6,7.665656619453389e-22
1.2927356154212672e-09,1.477304431495803e-28,10,2.0697135134740503e-20
9.287630630341182e-09,8.112937585405308e-28,4,1.2423822736849675e-23
6.549852830686642e-09,6.362823479272812e-28,2,7.79649498005893e-24
8.168835618785587e-09,3.887163569914813e-28,10,2.130884385727402e-22
5.33370116361295e-09,6.744235782700806e-28,9,2.3181122865728294e-22
2.0557737006615503e-09,2.6057106476151434e-28,10,5.318867761487647e-21
2.1266721298229542e-09,3.457815355065658e-28,7,1.7102314603510586e-21
7.1700875850607414e-09,9.175601058731715e-28,4,1.9894377350421616e-23
4.8727530540951635e-09,2.9114305161631616e-28,3,7.03254559666072e-23
2.8047225403030305e-09,4.704652787165945e-28,10,1.5516040738334606e-21
5.4243509206729314e-09,8.902400103723582e-28,3,1.907212572031771e-23
1.577880433676207e-09,7.079844010522868e-28,9,2.7400763256102454e-21
6.237742617229588e-09,6.304724326115453e-29,5,5.179908158175014e-22
3.420940639915879e-09,1.4807047153911928e-28,3,2.6845222741570213e-22
8.178031905734693e-09,8.734533340222094e-30,5,2.563780179542715e-21
3.793257630312164e-09,6.312539606179572e-28,2,2.3282595513397286e-23
5.09698134173621e-09,4.48170519327549e-28,4,7.28918475316478e-23
1.1045848591729057e-09,1.350540035364635e-28,10,3.18472145432646e-20
1.65202199015103e-09,9.579719803478193e-28,2,8.878632348046569e-23
4.532442007660163e-09,5.300830301940689e-28,2,1.8895780372990474e-23
5.319449512454111e-09,2.425755901481876e-28,8,5.1228164770606735e-22
6.400184933073733e-09,5.010530279406684e-28,1,2.6384373457795153e-24
3.6249632083837287e-09,6.799086744356463e-28,7,3.165950894707034e-22
7.254836975138883e-09,7.707060267738828e-29,5,3.2870173424377643e-22
8.741101574702841e-09,2.7535658161434895e-28,8,1.7041171129795677e-22
8.018658900040147e-09,8.071392219421981e-28,1,9.95548481448176e-25
1.3565694281352143e-09,4.60151172019299e-28,7,3.536719674717252e-21
5.32456252532046e-09,5.4698522260446595e-28,5,8.741471160142054e-23
1.9443716057635737e-09,4.333264678074808e-28,4,5.362391921197186e-22
3.1784051427627475e-09,4.476043269462642e-29,7,6.4391513365422904e-21
9.879963339404318e-09,1.665006050183178e-28,10,3.2776725879007853e-22
2.282459886113619e-09,4.460406512670233e-28,2,1.023476242449825e-22
5.489993381062204e-09,2.098971984890607e-28,1,8.496569466373661e-24
6.563401608863071e-09,5.083404753388503e-29,1,2.5903329062495895e-23
7.322184734896935e-09,8.437903793541772e-28,1,1.1783898702293144e-24
6.0368381513822265e-09,9.812094558878681e-28,5,3.5767578611736193e-23
1.087937626772653e-09,7.933290454101425e-28,10,5.965838346965243e-21
3.938151774195927e-09,8.539165152751328e-28,7,2.095537824470032e-22
5.659404790462403e-09,2.4265935089976007e-28,2,2.63867580129505e-23
1.7907984923035e-09,9.60662411235238e-28,10,1.754035718268944e-21
4.155642380882627e-09,1.976484713194203e-28,8,1.0908214402024735e-21
1.2988279791222992e-09,9.514735235325066e-28,4,5.634842844720009e-22
1.7072064743951867e-09,9.948239566013817e-28,3,1.6698533655356607e-22
4.572309485814364e-09,7.119822552208774e-28,10,3.5769163646288313e-22
2.194441786387543e-09,9.811607024332092e-28,8,8.1579973862239005e-22
6.107867634354023e-09,5.6992719376549335e-28,2,9.577875537111907e-24
7.2051847222353916e-09,2.602081955712319e-28,3,3.6455745550876185e-23
8.205280291981746e-09,4.375025893685219e-28,3,1.554056515636202e-23
2.801352198203291e-09,5.939267305369451e-28,10,1.254889072423098e-21
2.5073432403316276e-09,7.391578862119068e-29,1,1.1805994090797712e-22
1.9411105630096025e-09,6.226831556790907e-28,6,8.4958879892744e-22
6.7278722458927295e-09,9.811947767092085e-28,2,5.627082346421306e-24
7.35828153838211e-09,1.9083655289892229e-28,1,5.153776014168274e-24
1.2842753034307783e-09,7.927817806837238e-28,2,1.825630863559824e-22
9.42591021619321e-09,9.079816848652177e-28,6,2.4012217871123207e-23
1.4677415528632516e-09,9.437522613866826e-28,4,4.268589359374401e-22
5.8716670177096335e-09,9.601714823614824e-28,6,6.755606644390475e-23
7.381544675058247e-09,5.218903250466227e-28,9,1.5506762776935753e-22
8.83872211371477e-09,9.773283308743114e-28,10,6.693966990966225e-23
7.42678238919185e-09,7.5752862794801794e-28,10,1.3319890903543926e-22
8.215552747628127e-09,1.6242593194434865e-28,8,3.1761856360816906e-22
4.055051732885255e-09,4.773708963721488e-28,1,7.119876276754546e-24
8.33342602371861e-09,7.185846773141693e-28,8,6.991432235447108e-23
1.7210336174620763e-09,2.480177095348462e-28,9,6.721599933614608e-21
9.05334990454475e-09,6.409386298836934e-28,6,3.865571162757843e-23
5.928331385383626e-09,6.669005386154774e-28,10,2.2156581961407595e-22
8.355679929662443e-09,1.6345331403913819e-28,5,1.209764600198747e-22
5.070864560664701e-09,5.654767356715489e-28,6,1.304443924982122e-22
6.792199256768724e-09,7.718324467587271e-28,6,5.479842522402788e-23
5.737623948425018e-09,4.993466584378597e-28,9,2.581111038185802e-22
7.584305695797987e-09,1.299222397100893e-29,4,1.2987604075436933e-21
1.7346698382753062e-09,9.930334457120815e-30,2,7.092603286128616e-21
1.5431687559150742e-09,3.5760801756043923e-28,9,5.399485343702766e-21
3.2239291060913177e-09,9.262604937701934e-28,2,2.2433460126445053e-23
2.435902121018695e-09,2.2937097050196558e-28,10,3.798843767167996e-21
8.846052099329815e-09,6.346927615517027e-28,9,9.038896035217606e-23
2.9729258862223986e-09,2.2277600240969665e-28,2,1.137261642572307e-22
9.782787302372183e-09,3.222804866688551e-28,8,1.170595672488354e-22
4.032062125939961e-09,8.481788517208427e-28,9,2.8011059832110226e-22
2.6390612411982935e-09,7.29105466971904e-28,10,1.014039620798179e-21
8.107286564282313e-09,9.621341796362875e-29,9,7.365988093543939e-22
6.928369979507885e-09,4.292161891675459e-28,10,2.540680774057994e-22
5.483761448078251e-09,3.004351085798374e-29,9,4.970315594484922e-21
5.998271958438681e-09,4.813573454710664e-28,2,1.1878114851817356e-23
7.472816004450375e-09,6.627378210905372e-28,4,2.4594305810716862e-23
3.0560926719816886e-09,1.1929597123691323e-28,7,2.525950940777197e-21
9.967005244510677e-09,2.895249424641475e-28,2,7.911813162967682e-24
9.773138459321048e-09,3.9837857253920507e-28,1,1.5167711956022166e-24
6.8529311771224315e-09,9.196034467338593e-28,3,1.2331291574157473e-23
2.795882058362306e-09,9.932610859090834e-28,4,1.0645529990962328e-22
7.122054181881621e-09,4.5770878826519805e-29,8,1.4532142265741835e-21
1.6497856808125827e-09,7.612230163642463e-28,6,9.963750535722345e-22
1.2758725198522547e-09,3.722895147425812e-28,2,3.827019804817636e-22
3.319145996600923e-09,3.9300497386187357e-28,9,9.92111776842379e-22
5.163606610653847e-09,7.544861348710104e-28,2,1.050662314192578e-23
8.814452548675426e-09,9.184998483564778e-28,5,1.8599171295874065e-23
7.544521627896772e-09,9.509727587674961e-28,4,1.4920319282489596e-23
7.684358690799829e-09,5.775031757108864e-28,7,7.384542205965965e-23
4.829440010032678e-09,3.5769975025713243e-28,8,3.9475154464944264e-22
4.113414932922666e-09,7.877402916815065e-28,5,1.0142389688101137e-22
4.3393488668614245e-09,2.5167548201736425e-28,10,1.173744861428568e-21
9.888846073624521e-09,5.644663622075677e-28,5,2.5394810090290634e-23
1.3609827227123423e-09,3.5915574090950082e-28,2,3.2159397662267556e-22
8.803283465102038e-09,6.569401057415391e-28,8,6.732060304004659e-23
6.2080786771515405e-09,2.4108255387190277e-28,2,2.3772719329158548e-23
4.947538772706314e-09,1.9232051208366444e-28,10,1.078582413858799e-21
7.527318943736228e-09,9.183126714974292e-28,6,3.979266718192179e-23
5.380020472822325e-09,1.0261205963488233e-28,8,1.2585987737681673e-21
8.860809142734946e-09,5.064025456179703e-28,6,4.813717819819311e-23
9.106316776101327e-09,2.2155401545834228e-28,4,4.684223915389749e-23
4.795488341861098e-09,3.979492635867435e-29,4,1.0191565656652867e-21
3.491450175115464e-09,3.6886401354964117e-29,6,4.366830172965941e-21
6.33115295734026e-09,1.7596407251093213e-28,4,1.281568367406204e-22
9.21127011055022e-09,8.66890261186945e-28,8,4.753241284795206e-23
2.8959597010509995e-09,2.831245131074474e-28,9,2.017850386301058e-21
6.606699252071345e-09,9.50503757321778e-28,1,1.3552293841938494e-24
6.684041980832685e-09,5.819988329255034e-28,4,3.469555897735269e-23
7.59801720173753e-09,4.371212369979743e-28,4,3.5782107153913204e-23
2.184109166145338e-09,5.804667547182522e-28,2,7.70781780739207e-23
7.442424682138797e-09,5.171333566795642e-28,6,6.737762355213606e-23
9.181292685990769e-09,7.589933551289436e-28,3,8.016959140500911e-24
2.6171479798321778e-09,2.8314181951347675e-28,7,1.3953846959779599e-21
3.137889924314899e-09,3.536326462478622e-28,5,3.70833593097998e-22
9.742555846374757e-09,8.941896176609708e-28,4,1.1314804494642243e-23
2.6287925743854077e-09,9.465047022885702e-28,5,2.2002003995584367e-22
8.689465840326212e-09,8.926549250817367e-28,8,5.2209382595078634e-23
5.430500708032313e-09,4.19970490762752e-28,3,3.933562688070788e-23
3.2250796696285936e-09,7.805631740541756e-28,7,3.3452001144643634e-22
8.836749111452603e-09,4.768070311411278e-28,6,5.443669419371255e-23
5.007747295023989e-09,4.979920662791708e-28,1,3.947847719569642e-24
5.6333561853672115e-09,2.0539589695913242e-28,7,4.5613864000226625e-22
4.233100324597891e-09,5.914982859855838e-28,7,2.4369550763884215e-22
6.336557662914346e-09,1.8686837544536994e-28,1,7.313716080072519e-24
2.471714853265205e-09,3.3216629083803336e-28,9,2.1943771108794252e-21
4.519733829865846e-09,8.551606744384772e-28,6,1.2438890196290988e-22
9.724710901017588e-09,2.077894409825655e-28,2,1.1122114881987845e-23
3.3232008943101477e-09,7.199424271677673e-29,5,1.8627035385907938e-21
6.91062998087163e-09,6.984548577946478e-29,4,2.686035827977936e-22
3.9267105780222534e-09,9.408378144346551e-28,7,1.7645727009869158e-22
7.961258131179406e-09,5.07364209567669e-28,8,1.0995984918196357e-22
2.1778629464651486e-09,4.0994360095238305e-28,1,2.805794306107777e-23
9.728389405706902e-09,8.110487902850113e-28,5,1.6905612061472832e-23
5.084105872452753e-09,8.359736845753965e-28,3,2.3267086439520648e-23
3.1244541701181752e-09,3.327920611858006e-28,1,1.6911436018869635e-23
1.661470725970114e-09,6.938938012220689e-28,3,2.650352923766553e-22
2.527821145787867e-09,7.7132880531762e-28,6,4.047350110532738e-22
5.677965537004158e-09,6.549615012477752e-28,7,1.2320918761658588e-22
4.033028587881577e-09,1.523586392327793e-28,8,1.4717838174277749e-21
8.459950292943486e-09,8.759947887418917e-28,4,1.3568446053704385e-23
4.877987712956253e-09,5.395093676385464e-28,3,3.2512424980594667e-23
3.238428453288669e-09,2.8311820118627073e-28,5,4.650615056295478e-22
6.55430487943627e-09,4.257454800708001e-28,9,2.3632104898188966e-22
7.360994951969012e-09,3.8437276417548374e-29,6,9.667596331942433e-22
2.5033771711085487e-09,1.2865172110131738e-28,9,6.064700062343861e-21
2.5085729465948588e-09,7.657577584403967e-28,6,4.515643398731571e-22
1.3300428424018867e-09,9.116242840863116e-31,2,1.3500020707071997e-19
7.627618135590764e-09,4.170909192366581e-28,5,5.420314911489549e-23
6.9742407485962455e-09,5.229399219226115e-28,9,1.7987699208240702e-22
5.271677881748324e-09,5.548524902297143e-29,8,2.235692594775113e-21
8.597534040722774e-09,9.731023926256578e-28,7,3.811859377259887e-23
8.251031376550479e-09,2.268218184515473e-28,1,3.4365914977202064e-24
6.268189279570769e-09,3.0482494078860825e-28,4,7.423645645074755e-23
8.814441524619327e-09,3.0456896399399786e-28,7,1.0902929479235122e-22
2.8525708903309143e-09,2.3110928712144434e-28,7,1.5146456057781225e-21
2.007276574579551e-09,2.372495646433736e-30,6,2.0058606319141757e-19
3.427746503652906e-09,7.295883837733172e-28,8,4.2328242774794513e-22
1.5137817048038337e-09,9.66875338849466e-28,6,8.353273120047444e-22
5.780525752009288e-09,2.2499161915008856e-28,10,7.585096846350363e-22
9.429451230654653e-09,6.633504493307994e-28,3,7.969664189659523e-24
1.354091866016587e-09,7.421286202644524e-28,4,6.537343212006249e-22
2.098989226090241e-09,8.485617962493433e-28,3,1.388767465223815e-22
5.0697912545509175e-09,4.23148830736297e-28,1,4.9955618532900826e-24
9.404875157751145e-09,3.035582678253529e-28,10,1.9387880901776482e-22
3.845404944790755e-09,3.2590236840241044e-28,5,2.9177409851170073e-22
5.565113278195532e-09,7.128799738987243e-28,1,2.381227573425239e-24
1.374155731453529e-09,8.16944364985781e-28,1,3.4856973415477147e-23
2.3350888086587998e-09,1.8235051518562174e-28,2,2.237148386889402e-22
9.879671106629622e-09,3.715071612504233e-28,4,2.5862761098183855e-23
9.68606826792441e-09,9.020284505720758e-28,6,2.3376823722358675e-23
1.0444598284096865e-09,8.068674955270141e-28,8,3.99495971843915e-21
9.566306068809151e-09,9.848720301999896e-28,3,5.6822836247161106e-24
6.752079440339503e-09,7.54469436248367e-28,1,1.5995498188960466e-24
8.8112646506802e-09,3.937413253469972e-28,3,1.6671041299175062e-23
5.0926587007047315e-09,5.910062599440426e-28,3,3.396203887024068e-23
5.640364257213252e-09,6.613193414184978e-28,5,6.414471431545869e-23
5.399619222312281e-09,7.928520608243854e-29,4,3.1765776822118513e-22
7.001778317914939e-09,5.449069118406717e-28,4,3.1525977872744227e-23
2.2568612928068163e-09,7.095824397269843e-28,9,1.3043020601776034e-21
1.2697623088541017e-09,1.6807071482745943e-28,7,9.907120132142878e-21
3.771369474320718e-09,7.808291488798742e-28,4,7.772497730797499e-23
7.3421268646298195e-09,5.841473850116491e-28,3,1.6600580627198636e-23
2.816681069106535e-09,9.522647860904668e-28,6,2.6018704158370786e-22
7.060891899924256e-09,4.32841181385055e-29,3,2.0493731463105605e-22
9.729208414965434e-09,2.659873440316671e-28,6,7.256477169492649e-23
1.8451064421047655e-09,6.019124808084543e-28,9,2.21476615847343e-21
7.053419064026136e-09,2.971930082849454e-28,6,1.3317774504851906e-22
4.99375197374114e-09,7.146811823235782e-28,4,5.2852719709489464e-23
8.813280289397549e-09,7.592221777676614e-28,5,2.2412797924998791e-23
2.594348105026473e-09,1.0332369969881464e-28,6,2.7970154088349604e-21
7.23363357003548e-09,5.142919951889817e-28,3,1.7542739040637533e-23
8.543037606832993e-09,5.09332554091024e-28,8,9.202836034306413e-23
9.50152797526621e-09,3.6984841752234713e-28,4,2.3810810676508032e-23
7.149232254606812e-09,9.329852301933594e-28,8,7.223565623281601e-23
5.474572876075845e-09,8.276615641853352e-28,10,2.2066884434772665e-22
6.5606251618109245e-09,6.974818934659182e-28,10,1.8156333901378928e-22
8.820144860308465e-09,7.145837417628361e-28,3,9.839997546970516e-24
6.1354877197494665e-09,4.622005992836874e-28,10,3.443391818688928e-22
1.2734835372715318e-09,9.21065626027589e-28,7,1.732691926871545e-21
9.3785382595628e-09,6.948702913687575e-28,9,6.530014864886487e-23
7.20574075928405e-09,7.292249787003263e-28,4,2.307617282659352e-23
7.0886204719952185e-09,8.618153819739367e-28,8,8.263502533044381e-23
2.9410763715794547e-09,2.7472492491178306e-28,3,1.9890919859537943e-22
6.9299692320939145e-09,8.072445400532231e-28,7,6.655387113065324e-23
4.544779650887426e-09,1.9596488641383122e-28,3,1.3168415393550453e-22
6.8610967933734284e-09,3.459311444878675e-28,7,1.6300931122002047e-22
1.9593372727719166e-09,3.362084048609999e-28,10,4.39281309633685e-21
6.920607741427324e-09,9.785447954675903e-28,10,1.1165203099383212e-22
9.994723531936e-09,8.566663402465538e-28,6,2.3021471987241363e-23
1.4339083497450044e-09,7.014388087148286e-28,2,1.4965246761525658e-22
9.794567657991856e-09,7.273024105299363e-28,3,6.840063478950242e-24
4.662171646505835e-09,5.624669288876088e-28,6,1.7093864757544642e-22
8.836781053035333e-09,9.471382855081214e-28,4,1.1047984504302192e-23
8.04146935652446e-09,4.967121200047675e-28,6,6.243329425762323e-23
6.1031463488800095e-09,3.810752439310117e-28,1,3.797721518029709e-24
7.646042883261939e-09,1.6378860512835258e-28,10,5.850332954082291e-22
8.906640051712132e-09,7.863980671740231e-28,1,8.647100768816894e-25
4.6372628948592965e-09,7.346829325367235e-28,3,3.261934483120311e-23
3.943298454069148e-09,3.849091189894632e-28,8,5.592734794405365e-22
7.008340470072262e-09,2.6070739886666057e-29,8,2.9017082933379936e-21
8.270613477471327e-09,8.391422301230646e-28,4,1.5275841161767593e-23
7.860566212989542e-09,1.2307707268964967e-29,6,2.425430911521575e-21
8.18032283972771e-09,7.039664498273849e-28,8,7.709642860799732e-23
4.920249833316396e-09,9.702838783273036e-28,7,1.133458045453377e-22
8.360507945575195e-09,4.381674329528702e-28,7,8.030595919597411e-23
2.081881498335476e-09,2.3566192893145643e-28,4,8.739784389465102e-22
5.9004018816476455e-09,7.051366261343428e-28,9,1.9019378150825903e-22
1.0518279444830941e-09,8.17292726687771e-28,10,6.458627560618287e-21
3.921272469102433e-09,5.468385287933774e-28,6,2.3052440691222533e-22
4.2981538138425806e-09,9.670649435084156e-28,3,2.784768948101918e-23
4.565554224483298e-09,5.252221980846894e-29,5,1.2564001971034226e-21
7.259204860208759e-09,5.052412822660541e-28,5,5.537166435060298e-23
4.497022911433111e-09,7.1870733876995985e-28,5,9.057195086866306e-23
5.038242603602776e-09,8.627640947251448e-28,8,1.566544808358861e-22
3.1378971778689473e-09,1.7999428185707305e-28,9,2.403566437271675e-21
4.359266124664061e-09,8.001834786300942e-28,9,2.711593293085295e-22
3.045426645368363e-09,5.531096393503987e-28,6,3.8991023085293065e-22
1.6587633139159928e-09,3.970967836761723e-28,6,1.953031369681264e-21
6.431037340432401e-09,1.324964850533724e-28,9,8.031730109014042e-22
7.013915186995146e-09,8.654169927258944e-28,4,1.971561941196602e-23
6.5754131140865305e-09,1.5803166229235362e-28,6,2.9185903780985247e-22
5.171446394205151e-09,3.104090501358111e-28,4,1.0889084698562252e-22
4.418072021613068e-09,2.906844909836707e-28,1,9.596788048514779e-24
8.770002846146427e-09,8.715297615600825e-28,7,4.293307343494112e-23
